"RelativePath"                                                                , "Width", "Height", "Format"
"ui\uef\game\construct-sm_btn\rewind_off.dds"                                 , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\rewind_on.dds"                                  , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\right_btn_dis.dds"                              , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\right_btn_over.dds"                             , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\right_btn_up.dds"                               , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\template_off.dds"                               , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_btn\template_on.dds"                                , "24"   , "52"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\infinite_off.dds"                         , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\infinite_on.dds"                          , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\pause_off.dds"                            , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\pause_on.dds"                             , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\que_btn_dis.dds"                          , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\que_btn_over.dds"                         , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\que_btn_selected.dds"                     , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\que_btn_up.dds"                           , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\template_off.dds"                         , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_horiz_btn\template_on.dds"                          , "60"   , "28"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\bottom_btn_dis.dds"                   , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\bottom_btn_over.dds"                  , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\bottom_btn_up.dds"                    , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\down_off.dds"                         , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\down_on.dds"                          , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\end_off.dds"                          , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\end_on.dds"                           , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\home_off.dds"                         , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\home_on.dds"                          , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\mid_btn_dis.dds"                      , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\mid_btn_over.dds"                     , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\mid_btn_up.dds"                       , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\top_btn_dis.dds"                      , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\top_btn_over.dds"                     , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\top_btn_up.dds"                       , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\up_off.dds"                           , "60"   , "16"    , "dds"
"ui\uef\game\construct-sm_nav_horiz_btn\up_on.dds"                            , "60"   , "16"    , "dds"
"ui\uef\game\construct-tab_btn\bot_tab_btn_dis_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\bot_tab_btn_down_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\bot_tab_btn_over_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\bot_tab_btn_sel_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\bot_tab_btn_up_bmp.dds"                        , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\mid_tab_btn_dis_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\mid_tab_btn_down_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\mid_tab_btn_over_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\mid_tab_btn_sel_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\mid_tab_btn_up_bmp.dds"                        , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\top_tab_btn_dis_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\top_tab_btn_down_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\top_tab_btn_over_bmp.dds"                      , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\top_tab_btn_sel_bmp.dds"                       , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_btn\top_tab_btn_up_bmp.dds"                        , "76"   , "56"    , "dds"
"ui\uef\game\construct-tab_top_btn\bot_tab_btn_dis_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\bot_tab_btn_down_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\bot_tab_btn_over_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\bot_tab_btn_sel_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\bot_tab_btn_up_bmp.dds"                    , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\mid_tab_btn_dis_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\mid_tab_btn_down_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\mid_tab_btn_over_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\mid_tab_btn_sel_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\mid_tab_btn_up_bmp.dds"                    , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\top_tab_btn_dis_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\top_tab_btn_down_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\top_tab_btn_over_bmp.dds"                  , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\top_tab_btn_sel_bmp.dds"                   , "60"   , "32"    , "dds"
"ui\uef\game\construct-tab_top_btn\top_tab_btn_up_bmp.dds"                    , "60"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\left_upgrade_btn_dis.dds"                     , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\left_upgrade_btn_down.dds"                    , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\left_upgrade_btn_over.dds"                    , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\left_upgrade_btn_selected.dds"                , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\left_upgrade_btn_up.dds"                      , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\m_upgrade_btn_dis.dds"                        , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\m_upgrade_btn_down.dds"                       , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\m_upgrade_btn_over.dds"                       , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\m_upgrade_btn_selected.dds"                   , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\m_upgrade_btn_up.dds"                         , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\r_upgrade_btn_dis.dds"                        , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\r_upgrade_btn_down.dds"                       , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\r_upgrade_btn_over.dds"                       , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\r_upgrade_btn_selected.dds"                   , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\r_upgrade_btn_up.dds"                         , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t1_btn_dis.dds"                               , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t1_btn_down.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t1_btn_over.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t1_btn_selected.dds"                          , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t1_btn_up.dds"                                , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t2_btn_dis.dds"                               , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t2_btn_down.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t2_btn_over.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t2_btn_selected.dds"                          , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t2_btn_up.dds"                                , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t3_btn_dis.dds"                               , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t3_btn_down.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t3_btn_over.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t3_btn_selected.dds"                          , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t3_btn_up.dds"                                , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t4_btn_dis.dds"                               , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t4_btn_down.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t4_btn_over.dds"                              , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t4_btn_selected.dds"                          , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\t4_btn_up.dds"                                , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\template_btn_dis.dds"                         , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\template_btn_down.dds"                        , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\template_btn_over.dds"                        , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\template_btn_selected.dds"                    , "32"   , "32"    , "dds"
"ui\uef\game\construct-tech_btn\template_btn_up.dds"                          , "32"   , "32"    , "dds"
"ui\uef\game\construction-pause_btn\pause_btn_dis.dds"                        , "32"   , "36"    , "dds"
"ui\uef\game\construction-pause_btn\pause_btn_down.dds"                       , "32"   , "36"    , "dds"
"ui\uef\game\construction-pause_btn\pause_btn_over.dds"                       , "32"   , "36"    , "dds"
"ui\uef\game\construction-pause_btn\pause_btn_up.dds"                         , "32"   , "36"    , "dds"
"ui\uef\game\construction-tab_btn\construction_dis.dds"                       , "28"   , "20"    , "dds"
"ui\uef\game\construction-tab_btn\construction.dds"                           , "28"   , "20"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-back_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-back_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-l-arm_icon_bmp_dis.dds"             , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-l-arm_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-r-arm_icon_bmp_dis.dds"             , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\enhance-r-arm_icon_bmp.dds"                 , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\experimental_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\experimental_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-1_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-1_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-2_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-2_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-3_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-level-3_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_dis.dds"                       , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_down.dds"                      , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_over_sel.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_over.dds"                      , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_selected.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_up_sel.dds"                    , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\tech-tab_btn_up.dds"                        , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\units-attached_icon_bmp_dis.dds"            , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\units-attached_icon_bmp.dds"                , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\units-select_icon_bmp_dis.dds"              , "56"   , "32"    , "dds"
"ui\uef\game\construction-tab_btn\units-select_icon_bmp.dds"                  , "56"   , "32"    , "dds"
"ui\uef\game\control-group-bracket\panel-control_bmp_b.dds"                   , "68"   , "24"    , "dds"
"ui\uef\game\control-group-bracket\panel-control_bmp_m.dds"                   , "60"   , "4"     , "dds"
"ui\uef\game\control-group-bracket\panel-control_bmp_t.dds"                   , "68"   , "48"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ll_btn_dis.dds"                          , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ll_btn_down.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ll_btn_over.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ll_btn_up.dds"                           , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-lr_btn_dis.dds"                          , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-lr_btn_down.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-lr_btn_over.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-lr_btn_up.dds"                           , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ul_btn_dis.dds"                          , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ul_btn_down.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ul_btn_over.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ul_btn_up.dds"                           , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ur_btn_dis.dds"                          , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ur_btn_down.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ur_btn_over.dds"                         , "80"   , "96"    , "dds"
"ui\uef\game\drag-handle\drag-handle-ur_btn_up.dds"                           , "80"   , "96"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-close_btn_dis.dds"                          , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-close_btn_down.dds"                         , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-close_btn_over.dds"                         , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-close_btn_up.dds"                           , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-open_btn_dis.dds"                           , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-open_btn_down.dds"                          , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-open_btn_over.dds"                          , "44"   , "32"    , "dds"
"ui\uef\game\filter-arrow_btn\tab-open_btn_up.dds"                            , "44"   , "32"    , "dds"
"ui\uef\game\filter-ping-list-panel\energy-bar_bmp.dds"                       , "28"   , "16"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_bmp_b.dds"                          , "128"  , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_bmp_m.dds"                          , "128"  , "8"     , "dds"
"ui\uef\game\filter-ping-list-panel\panel_bmp_t.dds"                          , "128"  , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_horz_um.dds"                    , "8"    , "20"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_ll.dds"                         , "24"   , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_lm.dds"                         , "8"    , "20"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_lr.dds"                         , "24"   , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_m.dds"                          , "8"    , "8"     , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_ul.dds"                         , "24"   , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_ur.dds"                         , "24"   , "24"    , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_vert_l.dds"                     , "24"   , "8"     , "dds"
"ui\uef\game\filter-ping-list-panel\panel_brd_vert_r.dds"                     , "24"   , "8"     , "dds"
"ui\uef\game\filter-ping-panel\bracket-energy-l_bmp.dds"                      , "20"   , "72"    , "dds"
"ui\uef\game\filter-ping-panel\bracket-energy-r_bmp.dds"                      , "20"   , "72"    , "dds"
"ui\uef\game\filter-ping-panel\bracket-left_bmp.dds"                          , "28"   , "68"    , "dds"
"ui\uef\game\filter-ping-panel\filter-ping-panel_bmp.dds"                     , "236"  , "72"    , "dds"
"ui\uef\game\filter-ping-panel\filter-ping-panel02_bmp.dds"                   , "180"  , "72"    , "dds"
"ui\uef\game\infinite_btn\infinite_btn_dis.dds"                               , "32"   , "36"    , "dds"
"ui\uef\game\infinite_btn\infinite_btn_down.dds"                              , "32"   , "36"    , "dds"
"ui\uef\game\infinite_btn\infinite_btn_over.dds"                              , "32"   , "36"    , "dds"
"ui\uef\game\infinite_btn\infinite_btn_up.dds"                                , "32"   , "36"    , "dds"
"ui\uef\game\map-options_brd\bracket_bmp.dds"                                 , "48"   , "28"    , "dds"
"ui\uef\game\map-options_brd\energy-bar_bmp.dds"                              , "16"   , "28"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_horz_um.dds"                           , "8"    , "44"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_ll.dds"                                , "24"   , "24"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_lm.dds"                                , "8"    , "24"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_lr.dds"                                , "24"   , "24"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_m.dds"                                 , "8"    , "8"     , "dds"
"ui\uef\game\map-options_brd\panel_brd_ul.dds"                                , "24"   , "44"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_ur.dds"                                , "24"   , "44"    , "dds"
"ui\uef\game\map-options_brd\panel_brd_vert_l.dds"                            , "20"   , "8"     , "dds"
"ui\uef\game\map-options_brd\panel_brd_vert_r.dds"                            , "20"   , "8"     , "dds"
"ui\uef\game\medium-btn\medium_btn_dis.dds"                                   , "296"  , "72"    , "dds"
"ui\uef\game\medium-btn\medium_btn_down.dds"                                  , "296"  , "72"    , "dds"
"ui\uef\game\medium-btn\medium_btn_glow.dds"                                  , "296"  , "72"    , "dds"
"ui\uef\game\medium-btn\medium_btn_over.dds"                                  , "296"  , "72"    , "dds"
"ui\uef\game\medium-btn\medium_btn_up.dds"                                    , "296"  , "72"    , "dds"
"ui\uef\game\menu-btns\close_btn_dis.dds"                                     , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\close_btn_down.dds"                                    , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\close_btn_over.dds"                                    , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\close_btn_up.dds"                                      , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\config_btn_dis.dds"                                    , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\config_btn_down.dds"                                   , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\config_btn_over.dds"                                   , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\config_btn_up.dds"                                     , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\default_btn_dis.dds"                                   , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\default_btn_down.dds"                                  , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\default_btn_over.dds"                                  , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\default_btn_up.dds"                                    , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pin_btn_dis.dds"                                       , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pin_btn_down.dds"                                      , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pin_btn_over.dds"                                      , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pin_btn_up.dds"                                        , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pinned_btn_dis.dds"                                    , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pinned_btn_down.dds"                                   , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pinned_btn_over.dds"                                   , "24"   , "24"    , "dds"
"ui\uef\game\menu-btns\pinned_btn_up.dds"                                     , "24"   , "24"    , "dds"
"ui\uef\game\mfd_btn\control_btn_dis.dds"                                     , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\control_btn_down.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\control_btn_over.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\control_btn_up.dds"                                      , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\defenses_btn_dis.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\defenses_btn_down.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\defenses_btn_over.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\defenses_btn_up.dds"                                     , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\economy_btn_dis.dds"                                     , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\economy_btn_down.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\economy_btn_over.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\economy_btn_up.dds"                                      , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\intelligence_btn_dis.dds"                                , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\intelligence_btn_down.dds"                               , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\intelligence_btn_over.dds"                               , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\intelligence_btn_up.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military_btn_dis.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military_btn_down.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military_btn_over.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military_btn_up.dds"                                     , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military-radar_btn_dis.dds"                              , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military-radar_btn_down.dds"                             , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military-radar_btn_over.dds"                             , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\military-radar_btn_up.dds"                               , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping_btn_dis.dds"                                        , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping_btn_down.dds"                                       , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping_btn_over.dds"                                       , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping_btn_up.dds"                                         , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-alert_btn_dis.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-alert_btn_down.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-alert_btn_over.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-alert_btn_up.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-attack_btn_dis.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-attack_btn_down.dds"                                , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-attack_btn_over.dds"                                , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-attack_btn_up.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-marker_btn_dis.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-marker_btn_down.dds"                                , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-marker_btn_over.dds"                                , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-marker_btn_up.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-move_btn_dis.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-move_btn_down.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-move_btn_over.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\ping-move_btn_up.dds"                                    , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\team-color_btn_dis.dds"                                  , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\team-color_btn_down.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\team-color_btn_over.dds"                                 , "44"   , "32"    , "dds"
"ui\uef\game\mfd_btn\team-color_btn_up.dds"                                   , "44"   , "32"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_horz_um.dds"                           , "12"   , "36"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_ll.dds"                                , "12"   , "16"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_lm.dds"                                , "12"   , "16"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_lr.dds"                                , "16"   , "16"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_m.dds"                                 , "12"   , "12"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_ul.dds"                                , "32"   , "36"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_ur.dds"                                , "36"   , "36"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_vert_l.dds"                            , "12"   , "12"    , "dds"
"ui\uef\game\mini-map-brd\mini-map_brd_vert_r.dds"                            , "16"   , "12"    , "dds"
"ui\uef\game\mini-map-brd\mini-map-glow_bmp.dds"                              , "204"  , "204"   , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_horz_um.dds"                 , "8"    , "24"    , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_ll.dds"                      , "40"   , "40"    , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_lm.dds"                      , "8"    , "24"    , "dds"
"ui\uef\game\mini-map-glow-brd\mini-map-glow_brd_lr.dds"                      , "40"   , "40"    , "dds"
